,information
31,"단짠단짠!
맛있는 찹쌀과자
간식으로 좋아요.

10봉 들었는데 금방 까서 먹다보니 얼마 없네요.

부스러기가 떨어져서
아이 먹을 때에는 쟁반 필수에요.

다음에는 더 큰 용량으로 사놔야겠어요."
32,맛 만족도 괜찮아요
33,"바삭바삭 맛있네요♡

고소한맛과 달달한 맛의 조화가 좋아요.
2개씩 들어있는 소포장과자 30개가 들어있어요.

맥주 안주로 먹어도 맛나고~
퍼먹는 아이스크림으로 샌드해서 먹어도 맛있어요♡

유통기한은 2020년 5월 11일 입니다."
34,"한번에 한봉다릴 다 털어먹기도해서 이참에 아주 한박스 구매했어요.
과자위에 하얗게 발려진 설탕같은걸 떼먹는걸 아이들이 좋아하는데 이건 광자히 많이뿌려져있네요~^^
달짝지근해서 좋아요.
한동안먹을 주전부리로 쟁여놔서 기눈조흠ㅋㅋㅋ"
35,맛 만족도 예상보다 맛있어요
36,"가끔씩 입이 심심해서 군것질할게 생각이 나서 구매했는데
아이들이 맛있다고 너무 잘먹네요

바삭바삭하고 달콤하고 ...

쌀과자라서 그리 몸에 해롭다는 나쁜생각을 갖지않고
먹을수 있으니 행복합니다ㅋ~

상품평이 늦었는데 두봉지 다먹고 몇개 안남았네요"
37,"잘 아는 맛.
자주 먹던 과자.

오랜만에 문득 먹고 싶어져서
주문해본 쌀과자~~

내게만 그런걸까요?
중독성이 있는것 같아요!

방금전 1/3만 남게 됐네요.

한번 먹기 시작하면
멈출수가 없어요~ㅠㅠ"
38,"* 구매가격 : 1,910원
* 총 10봉지가 소포장되어 들어있어요
유통기한도 내년 2월까지로 넉넉하네요

어렸을 때 엄마가 마트를 하셨었는데
지금으로부터 약 15년도 더 전인 그 당시부터도 좋아하던
크라운 참쌀 설병이랑 선과를 오랜만에 주문해서 먹어봤어요

과자를 원래도 그다지 좋아하지 않아서
먹는 과자가 매우 한정적인데
이 두 가지만큼은 아직까지도 내내 좋아하고 있어요

요 크라운 참쌀 시리즈는 정말이지...
정신 놓고 먹다 보면 나도 모르게
앉은 자리에서 10개씩은 그냥 흡입하게 되는 마성의 과자예요

이거 모조품들도 많은 걸로 아는데
제가 먹어본 한에서는 크라운 거를
이길만큼의 맛은 어디도 없었어요

⚠️ 원조 is science입니다 ⚠️"
39,유통기한 예상보다 넉넉해요
40,"나이와 상관없이 남녀노소 심심풀이로 먹기 좋다고 생각합니다.
전 회사에서 먹어 봤는데 맛있습니다.
설병은 선과하고 다르게 달달해서 많이 먹으면 좋지 않습니다."
41,1명에게 도움 됨
42,"완존맛있어요
꾸준하게 구입하고있는데요
꼬소하고 달달하고 바삭바삭한게 먹다보면 몇개씩 먹게되요
베트남 이모들도.좋아하는 간식중 하나랍니다."
43,"두번째 구매예용

요즘 전 세계적으로 코로나19로 인해 비상시국인데
하루빨리 코로나19가 퇴치되어 바이러스 감염 사례가
없는 건강하고 행복한 사회가 되었으면 좋겠습니당

맛있는 과자를 좋아하는 매니아로서
사랑하는 우리 가족들에게
크라운 참쌀 설병은 취향저격인 제품이네용

그래서 삶에 지치고 바쁜일상을 보내고 있는
사랑하는 우리 가족을 위해
크라운 참쌀 설병을 주문했어용

지금까지

잘 살아왔다고
잘 버텨냈다고
잘 견뎌왔다고

토닥 ~
토닥 ~

등두드려주고
싶은 오늘이네용

앞으로도

잘 살아갈거라고
잘 버텨낼거라고
잘 견뎌낼거라고

너무도 소중한
우리 가족을 위해
홧 ~팅 하고 싶네용

올 한해는
가장 그토록

소망하고
꿈꿔왔던

사랑하는 우리
가족들과의
만남이

기적처럼
이루어졌음
좋겠구용

꿈을 향해
달려가는

목표를 향해
도전해왔던
모든 일들

작게나마
조금이라도
노력한만큼의

좋은 결실을
맺었으면
좋겠네용

삶에 지치고 바쁜일상을 보내고 있는
사랑하는 우리 가족~

크라운 참쌀 설병 맛있게 먹구

다이어트 꼭 성공하여 언제나 건강하고
좀더 행복하고 즐거운 시간을 보내고 ~
조금이라도 더 인간다워질수 있도록
하루 하루를 의미있고 여유있게 즐기면서
살았으면 좋겠어용

사랑하는 우리가족 홧 ~팅 !

탁월한 선택이었던거 같아용

가격도
저렴하구용

맛도
좋구용

일거양득이죵

너무 만족해용

먹으면
먹을수록

크라운 참쌀
설병의

국내 제과업계 최초로 식약처
'우수업소'로 등록된 크라운 제과의
제품으로 쌀과자를 전문으로 생산하고
있는 대만의 왕왕그룹과 공동으로
협력개발한 제품으로 맛좋은 쌀은
사양토에서 물이 맑고 주야의 온도차가
큰곳 북위 40도 이상의 지역에서 생산하는
맛좋은 쌀만을 사용한 참쌀 설병의
바삭바삭한 식감과 달콤 짭쪼롬하고 고소한
감칠맛의 풍미가 입안가득 번져용

지금은

크라운 참쌀
설병 없으면

제 인생의
아무런 의미가
없어용

출출할때나
배고플때

마음이
울적할때나

기분전환이
필요할때

늦은밤
야식이
생각날때

주위에서 많이 먹지만
내입맛에 딱 맞는 맛있는
과자를 찾을때

집에서나
직장에서나
학교에서

야외활동 캠핑 및
여행갈때

크라운 참쌀
설병과

언제나
함께해용

크라운 참쌀
설병의

국내 제과업계 최초로 식약처
'우수업소' 로 등록된 크라운 제과의
제품으로 쌀과자를 전문으로 생산하고
있는 대만의 왕왕그룹과 공동으로 협력개발한
제품으로 맛좋은 쌀은 사양토에서 물이 맑고
주야의 온도차가 큰곳 북위 40도 이상의 지역에서
생산하는 맛좋은 쌀만을 사용한 참쌀 설병의
바삭바삭한 식감과 달콤하고 짭쪼롬하고
고소한 감칠맛의 풍미가

기분까지
해피해져용

지치고 바쁜 일상속에서 크라운 참쌀 설병과 함께
잠시 쉬어가는 티타임을 가져보는건 어떨까용?

사랑하는 연인에게 친구에게 크라운 참쌀 설병으로
마음을 전해보는건 어떨까용?

출출할때나 배고플때
남녀노소 누구나 즐길수 있는 국민간식~

담백한 우유나 감미로운 커피또는 각종 음료등과 함께
곁들이시면 더욱 더 맛의 풍미를 즐기실수 있답니당

낱개포장이어서 외출시에도 간편하게 휴대하며 즐길수
있어 좋아용

맛있는 과자 좋아하는 우리 가족 필수품이예용
한세트 더 주문해야겠어용

크라운 참쌀 설병을 살까 고민하다가 망설이는 분이
계시면 망설임없이 구입하세용

후회없으실겁니당

일단 한번 구입해보세용

소중한분들께 부담없이 선물해도 좋을듯용

주위에서 많이 먹지만 내입맛에 딱 맞는 맛있는 과자를
찾으시는분께

적극 추천합니당

예전에는 너무 힘들게 살았는데
지금은 맛있는 과자가 너무 발달되어
매우 행복한시대를 살고있어 다행이예용

이렇게 행복한 시대를 살면서도
왜그리 현실에 만족하지 못하고
불평불만속에서 살아왔는지

우리 모두 행복하게 살아용 ~~

오늘의

시련과
고난이
있기에

우리들은

더욱
성숙해지고

우리들의
앞날은

더욱
빛나게
될거예용 ~~우리 모두♡

앞으로도 변함없는 크라운 참쌀 설병 사랑 꾸준히 계속
이어질것 같네용

좋은상품 좋은가격 진심으로 감사드려용

앞으로도 품질좋고 안전한 먹거리로 소비자들에게
가까이 전달될수 있기를 바랍니당

앞으로 하시는 사업 더욱 번창하시길 바래용

크라운 참쌀 설병 ♡

감사합니당 ~ ♡"
44,2명에게 도움 됨
45,"쌀이라 안심하고 먹이고 있어요
쿠팡에서 저렴하게 판매하고 있어서 좋네요
두툼하고 달달하면서 고소해요
어른들도 아이들도 좋아해요"
46,쌀과자 중에 가장 맛이 좋음~^^ 적당히 달고 바싹해서 손이 자꾸 가네요 아이들 가방에 간식으로 ...
47,"명불허전
좋아하는 과자중에 하나에요
어렸을때부터 먹어서 이 맛이 익숙해용^^
원래 할머니 할아버지댁 가면 항상 있던 과자인데
어느새 제가 돈주고 사먹어요 먹고싶어서 ㅋ
위에 설탕글레이즈부분이 듬성듬성있어서
물리지않고 아주 바삭해서 더 맛있는듯요~~
남편이 과자는 별로 안좋아하는데
참쌀설병은 갖다놓으면 잘먹어요 ㅋ
가격도 저렴하고 맛있어서 종종 구매할듯 해요"
48,맛 만족도 예상보다 맛있어요
49,"먹어보니 달달한게 맛있어서 재구매했습니다
은근히 중독성있는 크라운 참쌀설병입니다
유통기한: 2020.04.16일제조품~~2021.01.15일까지입니다"
50,맛 만족도 예상보다 맛있어요
51,"다이어트 중에 과자 섭취는 안되지만 그래도 가끔 당이 필요할 때가 있어서 구매했습니다. 중간에 배송 관련으로 하루 늦어지긴 했는데 그래도 잘 수령했습니다. 10봉지가 들어있고 크기는 손바닥만 한 게 한 봉지에 2개 들어있네요. 맛은 전형적인 쌀 과자 단짠단짠 이네요! 맛있어요! (짠맛, 단맛이 강하지는 않습니다.) 가격도 엄청 저렴하고요. 간단하게 허기 때우기에도 좋네요."
52,맛 만족도 예상보다 맛있어요
53,"간혹 생각날때마다 먹는 참쌀전병!!
달달하고 식간에 먹기 좋아요
24개월 아기도 좋아해요
두유나 우유 주스 어디에도 잘어울립니다
마트보다 훨씬 저렴하게 잘샀어요"
54,"✔️가격
❗️2,200원 (20.4.4 기준)❗️

✔️구매이유
갑자기 너무 먹고 싶어서 쿠팡 서치해서 주문해뜹니다!!!!
근데 보통 마트에서 20봉??정도 들은 큰사이즈만?보고 사서 그 정도 사이즈인 줄 알았는데 그거의 반정도 되는 사이즈네요!!!ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ어쩐지 싸더라.......
생수랑 찍은 사진 참고해주세요

✔️맛
말해....뭐합니다.....단짠단짠 과자의 최고봉....한 자리에서 다 먹을 수도 있음.......다른 짭쌀과자보다 확실히 표면에 설탕??? 도 많이 묻혀져 있어서 좋아요....크기도 걔네들보다 확실히 큽니다...

✔️크기
10개가 소포장 되어있습니다.
과자 크기는 아주 커서 맘에 들어요
집 앞 마트에서 20봉??정도 들은 거는 크기가 쬐그마했는데 이것 좀 더 크기가 큰 거 같은 기분이에요"
55,"➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
✔가격: 3,080원
✔중량: 270g/ 총30개
✔열량: 1회 제공량 3봉지 125Kcal (1봉지당 42칼로리)
✔유통기한: 2019.07.19부터 2020.04.18까지
✔배송일자: 로켓배송 2019.9.5(목)주문-2019.9.6(금)도착 ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
☺ 1봉지당 2개씩 들어있구요, 고소하면서도 많이 달지 않고 칼로리도 낮은 과자라 자주 주문하고 있어요~❣"
56,"망했어요...
다이어트중 인데 하루1봉지만 먹자하고 앉은자리에서 다먹음...

망했어요 그냥"
57,"♤달달고소한 과자가 땡겨서 주문해먹었네용ㅎ

♤128g이면 크기가 어느정도일까?의문을 가지고 주문했는데,
받아보니!! 10개 들어있네용ㅜㅜ
아쉬운 갯수에요ㅠ
동네마트보다 저렴하지만,
동네마트에서 파는 큰~과자를 원하시는분들은
이거 만족못할거에요ㅎ
그 자리에서 10개다 먹을수있거든요ㅜㅜ

♤다음에는 더 큰걸로 사야겠어요ㅎ"
58,"신랑이 쌀과자좋아해요
요거 짭짤이랑 달달이 팔더라고요
마트보다 천원이상 싸길래당장구매했는데
이런..
사이즈가작은거네요ㅠ
마트에서 항상 이것보다 큰사이즈만봐서 작은사이즈가 있는줄몰랐네요ㅠ 싼이유가있었어ㅠ
그래도맛있으니까 신랑이그냥 먹는다네요~
요 달달이는 애들도 좋아해서 금방 먹겠네요~"
59,"가격에 비해 양이 적어 아쉬워요
맛은 많이 봐서 아는 맛ㅎ 맛있어요~"
60,"나는 이게 뭐라고 그 새벽에 그렇게 먹고 싶었을까

한번 땡기면 입 안에 넣을 때까지
감칠맛이 안 사라지고 쭉 남아 있고...

결국 쿠팡에서 하나 샀는데
다음 날 바로 왔다....!

설탕 부분 너무 맛있고
이거 먹으면 오독거리는 소리 때문에
햄스터가 해바라기씨 먹는 것처럼
배가 든든하고 스스로가 귀엽다"
61,맛 만족도 예상보다 맛있어요
62,"큰 사이즈 인 줄 알았는데
(자세히 안 보고 삼ㅠ)
되게 작았어요
한 팩에 에이포 한 장 정도 크기?
그래도 낱개 포장 되어 있는게
작은 사이즈가 아니라서 아직도 먹고 있어용
존맛탱"
63,"큰거인줄알고샀는데 작은사이즈네요
상자포장되서왔구요 맛있어요"
64,맛 만족도 괜찮아요
65,"딸아이가 참쌀 설병을 좋아라하는 과자에요.
요새 코로나로 오프라인 마트를 안가다 보니까
온라인으로 주로 구매하는데.

온라인으로 먹을거 주문할때는 항상 유통기한을 잘 체크하는 편입니다.
아이들이 먹을꺼라서요.
근데 유통기한도 길고 아주 마음에 듭니다.
잘 먹겠습니다. 감사합니다."
66,"다음주 화요일에 온다고 기재되어있어서 그런줄 알았는데. 어제 입금하고 오늘 도착했어요.

오랜만에 먹으니, 맛있었어요.
단짠... 근데 짠맛이 조금 더 맛이 나요.
그래도 맛있어요."
67,"진짜 순삭 가능입니다!
먹을 때 꿀팁 !! 설탕 발라져 있는 부분을 혓바닥 향하게 먹기"
68,맛 만족도 괜찮아요
69,역시 엄청 맛있습니다! 가격도 저렴해서 샀는데 맛있네요 잘 샀습니다 :)
70,맛 만족도 예상보다 맛있어요
71,저렴하게 구입했어요! 심심풀이 하나씩 먹게되는데 맛있어요ㅎㅎ 배송빠르고 굿
72,쌀과자 오랜만에 주문했는데 마트서 큰거사먹었는데 쿠팡에서는 작내요 가격이 저렴한거는 생각못하고 강쥬생전 주점부리안했는데 너무안먹고 말라서 살코치 분유주점부리 억지러 했더니 1.5키로 살이 찌더라고요 너무좋아요 3키로 만더 살이 찌면좋겠는데 ㅠㅠ저46살인데 더무 마르고 초딩몸무게라 고민
73,맛 만족도 예상보다 맛있어요
74,"생각보다 양이 적다해야하나
노브랜드꺼 쌀과자 생각하면서 구매했다가
포장봉투가 작아서 당황
맛은 있었어요
쌀과자에 단맛이라 아이들이 한순간에 다 먹긴 했어요"
75,쌀과자 바삭바삭하고 맛있어요. 어른아이 할것 없이 모두 좋아해요.
76,맛 만족도 예상보다 맛있어요
77,6살 딸내미가 너무 좋아해요 소용량으로 저렴하게 사기 좋아서 구매했습니다
78,맛 만족도 예상보다 맛있어요
79,쌀과자 좋아해서 구매했어요~집앞 마트에서는 너무 큰걸 팔아서 작은사이즈가 잇길래 주문~좋아요^^
80,맛 만족도 괜찮아요
81,"그냥 쌀과자.. 좀 슴슴한 맛이에요.
참쌀선과 초록색 포장지가 훨씬 맛있네요.
다음부턴 그것만 많이 사려고요"
82,1명에게 도움 됨
83,"어린이 있는 집이라 과자는 늘 구비해 놓아요.
클수록 자극적인 과자를 찾는거 같아서
요 최근에 쌀과자를 과자 찾을 때마다 한두개씩 줬어요.

홈플러스 쌀과자 먹다가 똑떨어져서
쿠팡에서 찾다가 주문해보았어요.
결론은 홈플러스보다 맛있어요.
설탕 아이싱이 더 많이 발라져있어요 ㅎ
더 달콤바삭해서 맛있게 느껴지는거 같아요.
이제는 쌀과자도 쿠팡으로~"
84,맛 만족도 예상보다 맛있어요
85,"원래 선과 좋아하는데 요즘엔 설병이 더 땡겨서 시켰는데ㅋㅋ
삼촌이 다 드셨어욬ㅋㅋㅋㅋㅋ"
86,"ㅋㅋㅋ 큰 건 줄 알고 완전 덥석 주문했는데
받고 나니 생각보다 쪼만해서 웃었네요ㅋㅋㅋ
단순히 저의 착오 때문인건지
제품은 좋습니다!!!"
87,
88,"두, 세개 정도 에서 석유냄새 ? 같은 냄새가 낫음.
몇번 구매해서 먹었는데 이런적 처음이라;;"
89,유통기한 설명과 비슷해요
90,"2개 왕관제과꺼 살까 1개짜리 왕관제과를
살까 망설였어요
이것도 쌓아놓다보면 자꾸 먹을꺼같고
고민하다 찾았는데 1봉..좀 비쌌는데
받아보니 포장도 예쁘게 코팅재질로 된거 같고요
무게나 크기나 커보여요..왠지 제가 뿌듯?ㅎㅎ"
91,맛 만족도 예상보다 맛있어요
92,가격도 너무 싸고 밀가루가 없어서 좋아요. 심심할 때마다 먹으려고 샀어요ㅋㅋ 저는 초록색보단 빨간색이 맛있네요
93,
94,ㅎㅎ한두개 먹다보니 이틀만에 두봉지를 다 먹었네요
95,
96,여윽시ㅋㅋㅋㅋㅋ고소하고 정말 맛있어요 앉은자리에서 엄청 들어갑니닼ㅋㅋㅋㅋㅋ다른 과자도 사먹어 봐야겠어요
97,1명에게 도움 됨
98,"그람수를 잘못봐서 양이 넘 작은걸 샀네요
어쩐지 싸다했어요;;
앉은자리에서 순삭!
맛있네요"
99,
100,오랜만에 먹으니 너무 맛있어서 재구매 또 했네요 너무맛나 쌀과자 최고
101,
102,"상품 잘받았습니다 사업 번창하세요
맛있게 잘먹겠습니다"
103,맛 만족도 괜찮아요
104,"마트에서 자주사먹어서 맛있어서 주문했어요.
코로나라 나가기가 겁나서 주문해서 배송받았습니당."
105,두번째 구입했는데 ~점심때 밥못먹어 쌀과자 먹어요~
106,맛 만족도 예상보다 맛있어요
107,맛있어서 또 주문했어요 단짠 바삭 고소 완죤 맛나요
108,맛 만족도 괜찮아요
109,"추억의 쌀과자~ 주전부리로 딱!
아직 먹진 않았지만"
110,"로켓배송 금액채우기용으로 자주 사는데 원래 맛있는 과자라서 ㅎㅎ고소 달달하고 식감도 바삭바삭 좋아요
할머니가 제일 좋아하셔서 자주 사드려요"
111,
112,맛있어연!!!! 다른 과자보다 칼로리낮아서 좋아유
113,"받자마자 이틀만에 다먹엇어용..엉엉..
양 너무적어요"
114,맛 만족도 괜찮아요
115,"용량 확인하고 시켜야 겠어요ㅠㅠ
전 당연히 큰거 세일 하는줄 알았는데 이렇게 작은 용량 쌀과자가 있다는것도 처음 알았어요ㅠ
제실수이지만 포장은 정말 촘촘하게 왔어요"
116,
117,역시 맛있어요. 갑자기 먹고 싶어서 시켰는데 바삭 달달 넘 맛있네요.
118,맛 만족도 예상보다 맛있어요
119,"옛날과자처럼 정 있고 ❤️ 맛있어요.
손이 계속 가서 힘들어요 ㅋㅋㅋ"
120,"쌀과자를좋아하는 아들을위해주문했는데 생각보다작은사이즈네요?ㅋㅋ 전큰것인줄알고주문했는데 실수~^^
그래서 가격이싸더군요..ㅎ"
121,맛 만족도 예상보다 맛있어요
122,"자처럼 속는분 없으시길 ㅠㅠ
마트에파는 대형 설병아니구
손비교사진 보신것처럼 작은 설병입니다
어쩐지마트보다싸더라니!!!!

양은절반이지만 맛있어서 재구매각입니다 ㅋㅋㅋㅋ
하..속은기분 ㅋㅋㅋㅋ"
123,"심심할때 하나씩 까먹으려고 삿어요
봉지과자 열면 다 못먹어서 ㅠㅠ
이런 소분 포장 과자 너무 좋구
쌀과자 아작아작 너무 좋아요
기름지지 않고 이런 추억과자 먹고 싶을때
모두 다 한번씩 있자나여! ㅎㅎㅎㅎ"
124,"남들이 하나 두개씩 주면 먹다가 갑자기
생각나서 주문했습니다 물론 맛있습니다

유통기한은 9개월입니다"
125,맛 만족도 괜찮아요
126,"이과자모르는사람이있겟나요뭐 ㅋㅋ
물론맛잇고물론만족합니다
다만 개인적으로알던 큰~~/// 봉지는아니고
약간 작은봉지더군요
그람수 또누 갯수 확인하세요~"
127,"▶ 총 10개 x 1개 내용물로 2개씩 들어있습니다.
개당 평균적으로 100원꼴 이네요.

▶ 맛은 우리가 알던 그맛 그대로이고,
하나먹으면, 중독성이 있네요.
유통기한도 21년까지 입니다.

▶ 과자 부스러기도 별로 나오지 않아서 좋습니다.

▶ 따로 설병이 필요없네요."
128,애들도 잘먹고 저희부부도 좋아해서 항상 쟁여두는 쌀과자입니다~ 유통기간도 넉넉하고 마트보다 저렴하게사서 만족해요^^
129,"난 레트로 입맛인듯
이런 쌀과자나 강정이 너무 맛있음
그리고 요즘 과자들에 비해 은근 칼로리가 낮음.
그래도 과자는 과자니깐^^
흰색 붙어있는거 너무 맛있음"
130,"평소 좋아하는 과자라 사게 되었어요
한 번 먹으면 계속 먹게돼요
다이어트 해야되어서 당분간 참아볼려구요
맛나서 간식으로 친정 아버지 사다드릴 려구요ㅎ"
131,"5살아들유치원생일잔치때친구들
나눠주려고샀어요
하나는집에서두먹구요
아이부터어른까지좋아해요
맛있어요"
132,맛 만족도 예상보다 맛있어요
133,"한번 먹기 시작하면 멈출 수 없는 마약같은 과자,,"
134,"▶ 너무 맛있어서, 요양원에 계씬 할머니도 맛봤으면 좋겠어서, 5개 보내드렸습니다.

▶ 쌀로 만든 과자맛에, 약간 달달함까지.
평소 과자를 잘 먹지 않지만, 양도 적당하고, 맛도 괜찮습니다."
135,티비에 쌀과자가 나와서 급 땡겨 주문했어요. 오랜만에 먹으니 맛있어요. 아이스크림 얹어먹으면 더 맛있어요.
136,맛 만족도 예상보다 맛있어요
137,진짜 다들 아시는 맛일거에용 달달짭잘고소... 진짜 너무 맛있어요 3봉지 시켰는데 ㅠ 이틀-삼일만에 다 먹었어요 진짜진짜 다들 사세요
138,"맛나 맛나
쿠팡맨 죄송해요ㅠ ㅁ
맨날 택배 시켜서ㅠㅠ
쌀과자가 자꾸 저를 부르네염"
139,
140,그램수를 못보고샀다가 작은포장으로와서 당황했네요 제 관찰미스였지만 그리 싼가격은 아닌거같아요
141,"과자계의 마약,,
정신차려보면 세개는 기본
하지만 쌀로만든 과자라 살안찐다고 합리화하는 내가 싫다,,

한마디로 존맛탱,,ㅠㅠ

배송으로 시켰는데 과자 하나도 안부셔져서 왔어용 역시 쿠팡 짱!!"
142,맛 만족도 괜찮아요
143,"질리지 않은 옛날 맛
부스러기 치워가며 먹습니다
너무 맛있어요ㅎㅎ"
144,1명에게 도움 됨
145,"아이가 단과자 별로 좋아하지 않는데...이과자는 잘 먹어요
낱개포장이라 가지고 다니기도 편하고 잘 먹고 있습니다^^"
146,"❤상품명 크라운 찹쌀 선병❤
오프라인 판매가 2300~2500원
쿠팡 구매가 2000원

♣️구매후기♣️
초록색 맛은 달콤 고소 짭쪼름한 맛인데
빨간색 맛은 달콤하고 고소한 맛이 강합니다.

쌀과자라 몸에 큰 부담이 없이 식전에도 먹기가 좋습니다.
식후에는 간단한 차와 함께 먹으면 아주 차분해지고 좋습니다.

평소 판매가는 2300원 정도이고 세일을 할 때에는 2000원 밑으로 내려가기도 하니 이 점 유의해서 즐거운 구매 되시면 좋겠습니다."
147,맛 만족도 예상보다 맛있어요
148,"전부터 넘 좋아하는 과자.
한봉지씩만 사먹다가 이번엔
한번에 두봉지로ㅋㅋ"
149,맛 만족도 예상보다 맛있어요
150,"마트에서 보던 사이즈가 아닙니다.
그램수를 확인 안한 탓이겠죠... 마트에서 보던거 반도 안되는 듯....
그리고 동네 마트에서 비슷한 쌀과자가 제조 ""중국""이라 써있어
찝찝해서 크라운거 샀는데.... 다들 아셨나요?
영어로 써 놓으셨네요..... CHINA

음... 어쩔 수 없는 건가요? 인건비 때문에...
크기와 제조 때문에 별 뺐어요 맛은 다 아시죠?
맛나요"
